feedback_id,source,app_name,feedback_text,rating,created_date,language,platform,feedback_length,feedback_word_count,has_question,has_exclamation,is_feature_request,issue_type,primary_issue_type,has_rating,has_feedback_text,review,Category,Sentiment,Priority,theme,pain_point
FDBK00450,Google Play,Uber Eats,Search results are not relevant to what I type. While checking a previous order. I could not complete the task without retrying. It is making the app difficult to use.,3.0,2025-06-11,English,Android,167,30,0,0,0,search,search,1,1,Search results are not relevant to what I type. While checking a previous order. I could not complete the task without retrying. It is making the app difficult to use.,Search,Negative,Medium,Search & Discovery,Search algorithm returns inaccurate or irrelevant results for search queries.
FDBK00451,Support Ticket,Swiggy,Items disappear from my cart before checkout. After the latest update. It happened more than once. I hope the next update resolves it.,,2025-06-11,Tamil,iOS,134,23,0,0,0,cart_checkout,cart_checkout,0,1,Items disappear from my cart before checkout. After the latest update. It happened more than once. I hope the next update resolves it.,Cart/Checkout,Positive,Low,Cart Management,Cart state is unstable and selected items disappear before completing checkout.
FDBK00452,Social Media,Zomato,Please add dark mode to the app. On my android phone. It happened more than once. I hope the next update resolves it.,2.0,2025-09-14,English,Web,117,23,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. On my android phone. It happened more than once. I hope the next update resolves it.,Feature Request,Positive,Low,Feature Request & UI,Lack of dark mode support for visual comfort and battery saving.
FDBK00453,Social Media,Swiggy,I cannot reach a real support agent through the app. On my iphone. It happened more than once. I hope the next update resolves it.,3.0,2025-09-11,Tamil,Android,130,25,0,0,0,customer_support,customer_support,1,1,I cannot reach a real support agent through the app. On my iphone. It happened more than once. I hope the next update resolves it.,Customer Support,Positive,Low,Customer Support,Inability to connect with a live human support agent within the app.
FDBK00454,Google Play,Zomato,My saved address disappeared after the app update. When using mobile data. It happened more than once. I hope the next update resolves it.,3.0,2025-02-01,Telugu,Android,138,24,0,0,0,account,account,1,1,My saved address disappeared after the app update. When using mobile data. It happened more than once. I hope the next update resolves it.,General Feedback,Positive,Low,Account & Data Persistence,Saved delivery addresses were wiped or lost following the app update.
FDBK00455,Google Play,DoorDash,The app gave an inaccurate delivery estimate. After reopening the app. It happened more than once. I hope the next update resolves it.,1.0,2026-06-16,English,Web,134,23,0,0,0,general_product_feedback,general_product_feedback,1,1,The app gave an inaccurate delivery estimate. After reopening the app. It happened more than once. I hope the next update resolves it.,General Feedback,Positive,Low,Delivery Estimation,Estimated delivery times are unreliable and inaccurate.
FDBK00456,App Store,Uber Eats,The app is easy to use and checkout is very smooth. During a busy lunch period. It happened more than once. I hope the next update resolves it.,4.0,2025-05-16,English,Android,143,28,0,0,0,cart_checkout,cart_checkout,1,1,The app is easy to use and checkout is very smooth. During a busy lunch period. It happened more than once. I hope the next update resolves it.,Cart/Checkout,Positive,Low,Checkout & Usability,None (positive feedback regarding seamless usability and checkout).
FDBK00457,Support Ticket,Zomato,The app crashes whenever I open the orders page. While using the latest app version. It happened more than once. I hope the next update resolves it.,2.0,2025-04-16,Hindi,Android,148,27,0,0,0,app_crash,app_crash,1,1,The app crashes whenever I open the orders page. While using the latest app version. It happened more than once. I hope the next update resolves it.,App Crash,Positive,High,App Stability & Performance,App crashes repeatedly upon accessing the orders screen.
FDBK00458,Email,Swiggy,The new interface is confusing and navigation takes too many steps. When trying to complete checkout. It happened more than once. I hope the next update resolves it.,4.0,2025-05-27,Telugu,Android,165,28,0,0,0,ui_ux|cart_checkout,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. When trying to complete checkout. It happened more than once. I hope the next update resolves it.,UI/UX,Positive,Medium,UI/UX & Navigation,Complex and unintuitive navigation that introduces unnecessary steps to checkout.
FDBK00459,App Store,Zomato,The app takes too long to load even on a fast connection. After returning to the app. It happened more than once. I hope the next update resolves it.,5.0,2026-03-27,Hindi,Web,149,29,0,0,0,performance,performance,1,1,The app takes too long to load even on a fast connection. After returning to the app. It happened more than once. I hope the next update resolves it.,Performance,Positive,Low,App Stability & Performance,Excessive app loading times irrespective of internet connection speed.
FDBK00460,App Store,Swiggy,I cannot log in after the latest update. While ordering from a saved address. It happened more than once. I hope the next update resolves it.,1.0,2025-08-11,Telugu,Web,141,26,0,0,0,login_auth|account,login_auth,1,1,I cannot log in after the latest update. While ordering from a saved address. It happened more than once. I hope the next update resolves it.,Login/Auth,Positive,Low,Authentication & Login,Persistent login failures introduced in the latest version.
FDBK00461,App Store,Zomato,Money was deducted but the order was not confirmed. When switching between wi-fi and mobile data. It happened more than once. I hope the next update resolves it.,2.0,2025-12-26,English,Android,161,28,0,0,0,payment,payment,1,1,Money was deducted but the order was not confirmed. When switching between wi-fi and mobile data. It happened more than once. I hope the next update resolves it.,Payment,Positive,Low,Payment & Order Processing,Transaction charges processed without corresponding order creation.
FDBK00462,Social Media,Swiggy,The order tracking map stopped updating. During the evening. It happened more than once. I hope the next update resolves it.,,2025-12-09,Tamil,iOS,124,21,0,0,0,order_tracking,order_tracking,0,1,The order tracking map stopped updating. During the evening. It happened more than once. I hope the next update resolves it.,Cart/Checkout,Positive,Low,Order Tracking,Tracking map stops refreshing live delivery progress.
FDBK00463,Survey,DoorDash,I did not receive the order confirmation notification. After placing a second order. It happened more than once. I hope the next update resolves it.,5.0,2025-07-30,Tamil,Android,148,25,0,0,0,notifications,notifications,1,1,I did not receive the order confirmation notification. After placing a second order. It happened more than once. I hope the next update resolves it.,Cart/Checkout,Positive,Low,Notifications & Alerts,Failure to send confirmation alerts after placing an order.
FDBK00464,Google Play,Zomato,Search results are not relevant to what I type. When several items are in the cart. It happened more than once. I hope the next update resolves it.,3.0,2025-09-03,Hindi,Android,147,28,0,0,0,search|cart_checkout,search,1,1,Search results are not relevant to what I type. When several items are in the cart. It happened more than once. I hope the next update resolves it.,Search,Positive,Low,Search & Discovery,Irrelevant search results hindering product discovery.
